Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Noradrenergic Neuron Differentiation (GO:0003357)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	INSM1
Norepinephrine Biosynthetic Process (GO:0042421)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	INSM1
Nose Development (GO:0043584)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	STRA6
Parallel Actin Filament Bundle Assembly (GO:0030046)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	FSCN1
Phospholipase C-activating Dopamine Receptor Signaling Pathway (GO:0060158)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	GNA14
Placenta Blood Vessel Development (GO:0060674)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	HEY1
Positive Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903071)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	CAV1
Positive Regulation Of Amyloid-Beta Clearance (GO:1900223)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	APOE
Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Signaling Pathway (GO:2001269)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	GSN
Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902237)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	NCK2
Positive Regulation Of Fibroblast Apoptotic Process (GO:2000271)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	PRDM11
Positive Regulation Of Gliogenesis (GO:0014015)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	SOX8
Positive Regulation Of Interleukin-5 Production (GO:0032754)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	PDE4D
Positive Regulation Of Membrane Depolarization (GO:1904181)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	MLLT11
Positive Regulation Of Mitophagy In Response To Mitochondrial Depolarization (GO:0098779)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	OPTN
Positive Regulation Of Natural Killer Cell Cytokine Production (GO:0002729)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	HLA-E
Positive Regulation Of Necrotic Cell Death (GO:0010940)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	MT3
Positive Regulation Of Pinocytosis (GO:0048549)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	PPT1
Positive Regulation Of Receptor Catabolic Process (GO:2000646)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	APOE
Positive Regulation Of Spindle Assembly (GO:1905832)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	SPAG5
Positive Regulation Of Steroid Metabolic Process (GO:0045940)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	APOE
Positive Regulation Of Toll-Like Receptor 3 Signaling Pathway (GO:0034141)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	FLOT1
Positive Regulation Of Unsaturated Fatty Acid Biosynthetic Process (GO:2001280)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	ANXA1
Protein Localization To Basolateral Plasma Membrane (GO:1903361)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	CAV1
Protein Localization To Ciliary Membrane (GO:1903441)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	ARL3
Receptor-Mediated Virion Attachment To Host Cell (GO:0046813)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	ICAM1
Regulation Of T Cell Tolerance Induction (GO:0002664)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	TGFBR2
Regulation Of Aldosterone Biosynthetic Process (GO:0032347)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	DKK3
Regulation Of Anion Channel Activity (GO:0010359)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	PRNP
Regulation Of Cardiac Muscle Hypertrophy In Response To Stress (GO:1903242)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	FOXO1
Regulation Of Cell Adhesion Molecule Production (GO:0060353)	1/6	0.20421073553196395	0.469226678472904	0	0	5.160321715817695	8.197701531910198	CAV1
Amino Acid Transmembrane Transport (GO:0003333)	3/42	0.20629355594232698	0.4721865598649102	0	0	1.9865591397849462	3.1356943971751465	SLC7A8;SFXN3;SLC7A11
Regulation Of Osteoclast Differentiation (GO:0045670)	3/42	0.20629355594232698	0.4721865598649102	0	0	1.9865591397849462	3.1356943971751465	MAFB;UBASH3B;LRRC17
Translational Elongation (GO:0006414)	3/42	0.20629355594232698	0.4721865598649102	0	0	1.9865591397849462	3.1356943971751465	EEF1B2;EEF1A1;EEF1G
Positive Regulation Of Neuron Differentiation (GO:0045666)	3/42	0.20629355594232698	0.4721865598649102	0	0	1.9865591397849462	3.1356943971751465	DLX2;NRCAM;NBL1
Regulation Of Axonogenesis (GO:0050770)	3/42	0.20629355594232698	0.4721865598649102	0	0	1.9865591397849462	3.1356943971751465	NTRK2;THY1;EPHB3
Regulation Of DNA Repair (GO:0006282)	7/129	0.207973889178554	0.47566622382562274	0	0	1.4833517944173682	2.329370721164217	SMARCD2;SMARCB1;EYA1;USP1;DEK;TAF5;SMARCA2
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	9/175	0.20857312293019797	0.4766698063273986	0	0	1.402218630620041	2.197929452775417	LGALS1;TRAF3IP2;F2R;LPAR1;ROR1;TRIM38;CXXC5;S100B;GAPDH
Protein Modification Process (GO:0036211)	31/711	0.2103017477458452	0.47893163377082654	0	0	1.1825562767006244	1.8438558020002884	MTMR2;STK39;CDCA8;PLOD2;PPM1E;GRK5;FUT9;TP53INP2;CCL2;EPHB2;SEPHS1;ST3GAL1;EPHB3;PDK1;PLK4;BRD2;ANXA1;UBE2I;PLK1;WIPI1;TGFBR2;PDP1;CCNA2;MEX3B;INCENP;UBE2S;PEAK1;CDK1;FAM20C;TAF5;SGK1
Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844)	2/23	0.21149724116705634	0.47893163377082654	0	0	2.4585490572067754	3.8194624762914033	DKK3;SMAD7
Regulation Of Myotube Differentiation (GO:0010830)	2/23	0.21149724116705634	0.47893163377082654	0	0	2.4585490572067754	3.8194624762914033	MMP14;HDAC9
Cell-Cell Signaling By Wnt (GO:0198738)	2/23	0.21149724116705634	0.47893163377082654	0	0	2.4585490572067754	3.8194624762914033	FZD4;CD24
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042)	2/23	0.21149724116705634	0.47893163377082654	0	0	2.4585490572067754	3.8194624762914033	SCRT2;ICAM1
Negative Regulation Of Protein Tyrosine Kinase Activity (GO:0061099)	2/23	0.21149724116705634	0.47893163377082654	0	0	2.4585490572067754	3.8194624762914033	SH3BP5;THY1
Nuclear Membrane Reassembly (GO:0031468)	2/23	0.21149724116705634	0.47893163377082654	0	0	2.4585490572067754	3.8194624762914033	UBE2I;RCC1
Positive Regulation Of Neuron Apoptotic Process (GO:0043525)	2/23	0.21149724116705634	0.47893163377082654	0	0	2.4585490572067754	3.8194624762914033	PRNP;TFAP2B
Positive Regulation Of Oxidoreductase Activity (GO:0051353)	2/23	0.21149724116705634	0.47893163377082654	0	0	2.4585490572067754	3.8194624762914033	PDP1;EDN1
Regulation Of Axon Extension Involved In Axon Guidance (GO:0048841)	2/23	0.21149724116705634	0.47893163377082654	0	0	2.4585490572067754	3.8194624762914033	SEMA5A;SEMA3C
Regulation Of Cardiac Muscle Hypertrophy (GO:0010611)	2/23	0.21149724116705634	0.47893163377082654	0	0	2.4585490572067754	3.8194624762914033	EDN1;LMCD1
Regulation Of Cell Junction Assembly (GO:1901888)	2/23	0.21149724116705634	0.47893163377082654	0	0	2.4585490572067754	3.8194624762914033	FLOT1;SNAI2
Regulation Of Cellular Component Organization (GO:0051128)	8/153	0.21384409484356964	0.4838772321250917	0	0	1.4265689888479305	2.200494160925654	FAM107A;TNC;TMEM97;APOE;INSM1;MKI67;SGK1;MCM2
Energy Derivation By Oxidation Of Organic Compounds (GO:0015980)	3/43	0.21608575754583564	0.4874711133983983	0	0	1.9367943548387097	2.9673237487718764	GFPT2;LEPR;MT3
Neurotransmitter Secretion (GO:0007269)	3/43	0.21608575754583564	0.4874711133983983	0	0	1.9367943548387097	2.9673237487718764	DOC2B;SYN1;SNCA
Regulation Of Cell-Cell Adhesion (GO:0022407)	3/43	0.21608575754583564	0.4874711133983983	0	0	1.9367943548387097	2.9673237487718764	FUT9;EPHB3;SMAD7
Response To Metal Ion (GO:0010038)	4/64	0.21658090531332405	0.4874711133983983	0	0	1.7221175414984298	2.634480096317265	CAV1;ANXA11;CALM3;SNCA
Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056)	4/64	0.21658090531332405	0.4874711133983983	0	0	1.7221175414984298	2.634480096317265	GRIN2A;MYC;F2R;GRIN1
Positive Regulation Of Macroautophagy (GO:0016239)	4/64	0.21658090531332405	0.4874711133983983	0	0	1.7221175414984298	2.634480096317265	SESN3;HSPB8;WIPI1;OPTN
Protein N-linked Glycosylation (GO:0006487)	4/64	0.21658090531332405	0.4874711133983983	0	0	1.7221175414984298	2.634480096317265	MGAT4C;FUT9;GFPT2;ST3GAL1
Exocytosis (GO:0006887)	5/86	0.2184949238087792	0.4877492636311586	0	0	1.5949552427539848	2.4259149568215426	CADPS;RAB3IP;MYH9;DOC2B;PRSS12
Organic Substance Transport (GO:0071702)	10/201	0.22024003835982814	0.4877492636311586	0	0	1.3541526067899436	2.0488833280989533	SCAMP5;CACNG8;GRIN3A;ABCA3;CAV1;RCAN3;PPT1;MYH9;ATP2B2;CLU
Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	7/132	0.22416811636651499	0.4877492636311586	0	0	1.4475243243243243	2.1645685103665344	LIMA1;FLRT3;STMN1;TPM1;LAMB1;ATP1B2;APOE
Regulation Of Translational Initiation (GO:0006446)	4/65	0.22454056172193032	0.4877492636311586	0	0	1.6937978509807383	2.530024007662996	NCK2;HSPB1;EIF4EBP2;EIF4B
Monocarboxylic Acid Biosynthetic Process (GO:0072330)	4/65	0.22454056172193032	0.4877492636311586	0	0	1.6937978509807383	2.530024007662996	CYP39A1;ALDH1A2;DSEL;DSE
Positive Regulation Of DNA Biosynthetic Process (GO:2000573)	4/65	0.22454056172193032	0.4877492636311586	0	0	1.6937978509807383	2.530024007662996	RGCC;MYC;USP1;HNRNPA1
Regulation Of Cell-Matrix Adhesion (GO:0001952)	4/65	0.22454056172193032	0.4877492636311586	0	0	1.6937978509807383	2.530024007662996	PLAU;LIMCH1;PEAK1;THY1
Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	CREB3L1;NCK2
Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	FLOT1;THY1
Regulation Of Muscle Cell Differentiation (GO:0051147)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	LAMB1;HDAC9
Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060314)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	PDE4D;CALM3
Response To Purine-Containing Compound (GO:0014074)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	NT5E;CLU
Ear Morphogenesis (GO:0042471)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	ZIC1;EPHB2
Lipid Translocation (GO:0034204)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	ATP10D;ATP10B
Natural Killer Cell Mediated Cytotoxicity (GO:0042267)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	TUBB2A;TUBB4B
Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	PRNP;THY1
Negative Regulation Of Ossification (GO:0030279)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	BCOR;SOX9
Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	DAB2;TGFB1I1
Positive Regulation Of p38MAPK Cascade (GO:1900745)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	BMP4;STK39
Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	PLK1;CALM3
Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	DAB2;TGFB1I1
Protein Kinase B Signaling (GO:0043491)	2/24	0.22539084044742275	0.4877492636311586	0	0	2.346674801708359	3.4963561132800662	CCL2;MT3
Cellular Response To Ketone (GO:1901655)	3/44	0.22597276551220477	0.4877492636311586	0	0	1.8894571203776553	2.8102666528097355	AHR;NR3C1;GNAI1
Nucleus Organization (GO:0006997)	3/44	0.22597276551220477	0.4877492636311586	0	0	1.8894571203776553	2.8102666528097355	LMNB2;CEP55;LMNB1
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	3/44	0.22597276551220477	0.4877492636311586	0	0	1.8894571203776553	2.8102666528097355	CCL2;THY1;ETS1
Peptidyl-Threonine Modification (GO:0018210)	4/66	0.23257434285114756	0.4877492636311586	0	0	1.6663916988668432	2.4305078651051306	GALNT4;STK39;CDK1;TGFBR2
Regulation Of Chemokine-Mediated Signaling Pathway (GO:0070099)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	PADI2
Regulation Of Cyclic-Nucleotide Phosphodiesterase Activity (GO:0051342)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	CALM3
DNA Ligation (GO:0006266)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	TOP2A
Regulation Of Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:1905005)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	TGFBR2
Regulation Of Extracellular Matrix Constituent Secretion (GO:0003330)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	RGCC
Regulation Of Lipoprotein Metabolic Process (GO:0050746)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	ITGAV
Regulation Of Meiotic Nuclear Division (GO:0040020)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	FBXO5
Regulation Of Mesenchymal Stem Cell Differentiation (GO:2000739)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	SOX9
Regulation Of Myeloid Leukocyte Differentiation (GO:0002761)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	UBASH3B
Arginine Catabolic Process (GO:0006527)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	DDAH2
Aromatic Amino Acid Transport (GO:0015801)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	SLC7A8
Aromatic Compound Catabolic Process (GO:0019439)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	PON2
Aspartate Family Amino Acid Biosynthetic Process (GO:0009067)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	PLOD2
Regulation Of Phospholipase A2 Activity (GO:0032429)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	ANXA1
Cellular Modified Amino Acid Biosynthetic Process (GO:0042398)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	PLOD2
Regulation Of Skeletal Muscle Fiber Development (GO:0048742)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	HDAC9
Cellular Response To Epinephrine Stimulus (GO:0071872)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	SNCA
Cellular Response To Nitric Oxide (GO:0071732)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	FOXO1
Cellular Response To Reactive Nitrogen Species (GO:1902170)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	FOXO1
Collecting Duct Development (GO:0072044)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	TFAP2B
Response To Epinephrine (GO:0071871)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	SNCA
Dopamine Uptake (GO:0090494)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	SNCA
Sialylation (GO:0097503)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	ST3GAL1
Establishment Of Centrosome Localization (GO:0051660)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	MAD2L1
Sulfur Amino Acid Transport (GO:0000101)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	SLC7A11
Termination Of RNA Polymerase II Transcription (GO:0006369)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	MAZ
Thyroid Hormone Transport (GO:0070327)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	SLC7A8
Glucocorticoid Metabolic Process (GO:0008211)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	YWHAH
Translocation Of Molecules Into Host (GO:0044417)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	DDX39B
Very-Low-Density Lipoprotein Particle Remodeling (GO:0034372)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	APOE
Heparan Sulfate Proteoglycan Biosynthetic Process, Polysaccharide Chain Biosynthetic Process (GO:0015014)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	NDST4
Viral mRNA Export From Host Cell Nucleus (GO:0046784)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	DDX39B
Intermediate Filament Bundle Assembly (GO:0045110)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	NEFL
Lymphocyte Apoptotic Process (GO:0070227)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	TNFRSF21
Melanin Biosynthetic Process (GO:0042438)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	DCT
Multi-Ciliated Epithelial Cell Differentiation (GO:1903251)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	PLK4
Myoblast Migration (GO:0051451)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	ANXA1
Negative Regulation Of DNA-templated DNA Replication (GO:2000104)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	FBXO5
Negative Regulation Of SMAD Protein Signal Transduction (GO:0060392)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	VEPH1
Negative Regulation Of T-helper 17 Cell Differentiation (GO:2000320)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	SMAD7
Negative Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000480)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	PRKAR2B
Negative Regulation Of Fatty Acid Oxidation (GO:0046322)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	SOX9
Negative Regulation Of Inflammatory Response To Wounding (GO:0106015)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	IL33
Negative Regulation Of Keratinocyte Proliferation (GO:0010839)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	SNAI2
Negative Regulation Of Leukocyte Proliferation (GO:0070664)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	IL33
Negative Regulation Of Monooxygenase Activity (GO:0032769)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	SNCA
Negative Regulation Of Nitric Oxide Biosynthetic Process (GO:0045019)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	CAV1
Negative Regulation Of Nitric Oxide Metabolic Process (GO:1904406)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	CAV1
Negative Regulation Of Phospholipase Activity (GO:0010519)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	ANXA1
Negative Regulation Of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905064)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	NFATC1
Neuroepithelial Cell Differentiation (GO:0060563)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	TUBB2A
Neurotransmitter Receptor Diffusion Trapping (GO:0099628)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	CACNG8
Peptidyl-Lysine Deacetylation (GO:0034983)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	HDAC9
Peptidyl-Proline Hydroxylation To 4-hydroxy-L-proline (GO:0018401)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	P4HA2
Positive Regulation Of CoA-transferase Activity (GO:1905920)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	APOE
Positive Regulation Of Apoptotic Cell Clearance (GO:2000427)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	CCL2
Positive Regulation Of Calcium Ion Import (GO:0090280)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	STC1
Positive Regulation Of Cardiac Epithelial To Mesenchymal Transition (GO:0062043)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	TGFBR2
Positive Regulation Of Cell Migration By Vascular Endothelial Growth Factor Signaling Pathway (GO:0038089)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	HSPB1
Positive Regulation Of Extracellular Matrix Disassembly (GO:0090091)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	FSCN1
Positive Regulation Of Gluconeogenesis (GO:0045722)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	FOXO1
Positive Regulation Of Leukocyte Differentiation (GO:1902107)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	LGALS1
Positive Regulation Of Melanin Biosynthetic Process (GO:0048023)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	CDH3
Positive Regulation Of Myeloid Cell Apoptotic Process (GO:0033034)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	ANXA1
Positive Regulation Of Myotube Differentiation (GO:0010831)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	MMP14
Positive Regulation Of Natural Killer Cell Proliferation (GO:0032819)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	HLA-E
Positive Regulation Of Neuron Projection Arborization (GO:0150012)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	FZD4
Positive Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060316)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	CALM3
Positive Regulation Of Secondary Metabolite Biosynthetic Process (GO:1900378)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	CDH3
Postsynaptic Neurotransmitter Receptor Diffusion Trapping (GO:0098970)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	CACNG8
Protein K27-linked Ubiquitination (GO:0044314)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	UBE2S
Protein Localization To Cytoplasmic Stress Granule (GO:1903608)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	YBX1
Protein Retention In ER Lumen (GO:0006621)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	KDELR3
Purine Ribonucleoside Monophosphate Catabolic Process (GO:0009169)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	NT5E
Regulation Of Cdc42 Protein Signal Transduction (GO:0032489)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	APOE
Regulation Of CoA-transferase Activity (GO:1905918)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	APOE
Regulation Of Golgi To Plasma Membrane Protein Transport (GO:0042996)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	PKDCC
Regulation Of Apoptotic Cell Clearance (GO:2000425)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	CCL2
Regulation Of Cardiac Muscle Cell Action Potential Involved In Regulation Of Contraction (GO:0098909)	1/7	0.23394234287256852	0.4877492636311586	0	0	4.300044682752458	6.2465914552205835	CAV1
Cytoskeleton Organization (GO:0007010)	6/111	0.2349802417172815	0.4888839622843441	0	0	1.4766146134567186	2.13851279325176	DIAPH3;SH3KBP1;TPM1;CCL2;THY1;APOE
Double-Strand Break Repair Via Homologous Recombination (GO:0000724)	6/111	0.2349802417172815	0.4888839622843441	0	0	1.4766146134567186	2.13851279325176	RAD21;FSCN1;NABP1;MCM4;MCM6;MCM2
Negative Regulation Of Inflammatory Response (GO:0050728)	6/111	0.2349802417172815	0.4888839622843441	0	0	1.4766146134567186	2.13851279325176	IL33;ELF4;FURIN;AHR;APOE;METRNL
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)	3/45	0.2359444232945742	0.4895187720727514	0	0	1.844374039938556	2.663569362142806	SHC3;NCK2;SOX9
