Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Transition Metal Ion Transport (GO:0000041)	7/32	0.16372429575065586	0.38446390286643073	0	0	1.6790189208128943	3.0383046012019657	SLC30A8;SLC41A2;FTH1;SLC11A1;SLC30A5;SLC30A1;SLC30A10
Gland Development (GO:0048732)	14/74	0.16509572842962458	0.38750000738403567	0	0	1.3997541271513874	2.5212788479197754	CEBPA;XBP1;ANXA1;PRKCSH;ZBTB1;TCF21;COBL;PROX1;HES1;FADD;EZR;MET;FGFR2;STRA6
Amino Acid Catabolic Process (GO:0009063)	8/38	0.16716525619802572	0.3916125793039653	0	0	1.5991587802313354	2.860531085750463	KYNU;IVD;DBT;ETFB;HNMT;KMO;SLC25A44;IDO1
Connective Tissue Development (GO:0061448)	8/38	0.16716525619802572	0.3916125793039653	0	0	1.5991587802313354	2.860531085750463	XBP1;NAMPT;VPS13B;TRIP11;SULF1;CD44;SOX5;SULF2
Fatty Acid Transport (GO:0015908)	8/38	0.16716525619802572	0.3916125793039653	0	0	1.5991587802313354	2.860531085750463	RBP7;SLC27A1;FABP5;ACSL1;FABP6;ARID4A;APOE;CD36
Regulation Of Telomere Maintenance (GO:0032204)	8/38	0.16716525619802572	0.3916125793039653	0	0	1.5991587802313354	2.860531085750463	PIF1;ERCC4;DHX36;ATRX;TINF2;HNRNPD;NBN;GNL3
Bone Development (GO:0060348)	9/44	0.16885119390476735	0.3953745223500625	0	0	1.5421358445201363	2.743054797176289	PTGER4;SKI;PTPRC;RPL13;SULF1;TP53;FGFR2;TGM2;SULF2
Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144)	11/56	0.1690213203056475	0.395397742667619	0	0	1.4661520467836258	2.606423088577627	MED12;FOSL1;MED1;MED22;JUN;MED13;TAF13;DHX36;TAF11;MED16;MED26
Regulation Of Stem Cell Population Maintenance (GO:2000036)	11/56	0.1690213203056475	0.395397742667619	0	0	1.4661520467836258	2.606423088577627	HDAC2;SMARCB1;ACTL6A;DPF2;ARID4A;RBBP7;ARID1A;ELAVL1;ING1;OGT;LOXL2
Blood Circulation (GO:0008015)	10/50	0.16935018267914262	0.3956045914359905	0	0	1.4993861802876183	2.6625899186839534	SCPEP1;MYL7;CYB5R3;CXCL12;C3AR1;ITGB1BP1;LPA;GCLM;SGCZ;F5
Positive Regulation Of Developmental Growth (GO:0048639)	10/50	0.16935018267914262	0.3956045914359905	0	0	1.4993861802876183	2.6625899186839534	GHR;RIMS2;GOLGA4;CDKL5;UNC13A;LIMK1;PLAA;MAPT;MAP3K13;SYT17
Ribosome Assembly (GO:0042255)	10/50	0.16935018267914262	0.3956045914359905	0	0	1.4993861802876183	2.6625899186839534	RPL5;RPS14;TRAF7;RPLP0;RPL11;RPS27L;RPSA;RPF2;RPL6;MRPL22
Protein O-linked Glycosylation (GO:0006493)	17/93	0.17010228876893585	0.39717355599028725	0	0	1.3420266118883708	2.3772059842390565	POMT2;GALNT7;FKRP;GXYLT1;TMTC2;PLOD2;B3GALT5;FUT3;TMTC4;FUT6;C1GALT1C1;B3GNT3;ST3GAL4;B3GNT2;GCNT3;OGT;ST3GAL2
DNA Replication Initiation (GO:0006270)	5/21	0.1715406775362339	0.3980840546868126	0	0	1.873577556022409	3.302995174622507	ORC4;POLA2;RPA4;NOC3L;MCM2
Aminoglycan Biosynthetic Process (GO:0006023)	5/21	0.1715406775362339	0.3980840546868126	0	0	1.873577556022409	3.302995174622507	UGDH;HEXA;XYLT2;B3GNT3;B3GNT2
Histone H2A Acetylation (GO:0043968)	5/21	0.1715406775362339	0.3980840546868126	0	0	1.873577556022409	3.302995174622507	MORF4L2;ACTL6A;RUVBL1;MSL3;YEATS4
Mitochondrial Calcium Ion Homeostasis (GO:0051560)	5/21	0.1715406775362339	0.3980840546868126	0	0	1.873577556022409	3.302995174622507	BCAP31;ANXA6;MICU2;SLC25A23;TGM2
Negative Regulation Of Biomineral Tissue Development (GO:0070168)	5/21	0.1715406775362339	0.3980840546868126	0	0	1.873577556022409	3.302995174622507	SRGN;CCL3;ENPP1;BCOR;GAS6
Positive Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902993)	5/21	0.1715406775362339	0.3980840546868126	0	0	1.873577556022409	3.302995174622507	EPHA4;IFNG;SLC2A13;GSAP;CLU
Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045954)	5/21	0.1715406775362339	0.3980840546868126	0	0	1.873577556022409	3.302995174622507	KLRK1;CADM1;CD226;HLA-F;HLA-E
Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798)	5/21	0.1715406775362339	0.3980840546868126	0	0	1.873577556022409	3.302995174622507	RPS7;PMAIP1;RPS20;RPL17;ATR
Protein Mannosylation (GO:0035268)	5/21	0.1715406775362339	0.3980840546868126	0	0	1.873577556022409	3.302995174622507	POMT2;FKRP;DPY19L4;TMTC2;TMTC4
Purine Nucleotide Biosynthetic Process (GO:0006164)	5/21	0.1715406775362339	0.3980840546868126	0	0	1.873577556022409	3.302995174622507	PRPS2;PRPS1;ADSL;KYNU;NAMPT
Regulation Of Cell-Substrate Junction Assembly (GO:0090109)	5/21	0.1715406775362339	0.3980840546868126	0	0	1.873577556022409	3.302995174622507	DUSP3;PEAK1;PTK2;EPHA3;GPM6B
Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031664)	5/21	0.1715406775362339	0.3980840546868126	0	0	1.873577556022409	3.302995174622507	LY86;CARD16;CD36;LILRA2;CACTIN
snRNA Metabolic Process (GO:0016073)	5/21	0.1715406775362339	0.3980840546868126	0	0	1.873577556022409	3.302995174622507	INTS10;INTS7;RBM7;RPAP2;INTS8
Cytoskeleton-Dependent Cytokinesis (GO:0061640)	15/81	0.1753931359434669	0.40683295066586117	0	0	1.363396792947039	2.373299337152089	USP8;ARL3;PLK1;KIF23;ANK3;AURKB;CIT;RHOB;SON;SPIRE2;EXOC6;EXOC5;ECT2;CEP55;SPTBN1
Positive Regulation Of Neurogenesis (GO:0050769)	14/75	0.1778880813181923	0.4124262890495995	0	0	1.376726724132967	2.377057302302158	ROBO2;NTRK2;CDKL5;MME;SERPINF1;NAP1L1;ROBO1;TIAM2;PTPRD;VCAN;IFNG;OBSL1;PLXNA4;TGM2
DNA Synthesis Involved In DNA Repair (GO:0000731)	6/27	0.17961043066543675	0.4144726908670387	0	0	1.7130848136102077	2.9413067485408426	VCP;SYCP1;ZBTB1;POLE;POLH;TNFSF13B
GPI Anchor Metabolic Process (GO:0006505)	6/27	0.17961043066543675	0.4144726908670387	0	0	1.7130848136102077	2.9413067485408426	PGAP1;SLC30A5;PIGA;PIGL;PIGW;PIGY
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)	6/27	0.17961043066543675	0.4144726908670387	0	0	1.7130848136102077	2.9413067485408426	HSPA9;HSPA8;SDF2L1;HSPA5;HSPE1;HSPA1B
Glycerophospholipid Catabolic Process (GO:0046475)	6/27	0.17961043066543675	0.4144726908670387	0	0	1.7130848136102077	2.9413067485408426	PNPLA8;PLA2G4C;ENPP2;GPCPD1;PLA2G7;PRDX6
Microtubule Polymerization Or Depolymerization (GO:0031109)	6/27	0.17961043066543675	0.4144726908670387	0	0	1.7130848136102077	2.9413067485408426	KIF18B;KIF2A;NCKAP5L;MAPT;FGF13;CKAP5
Peptide Cross-Linking (GO:0018149)	6/27	0.17961043066543675	0.4144726908670387	0	0	1.7130848136102077	2.9413067485408426	CSTA;ANXA1;KRT10;THBS1;TGM2;FGFR1
Positive Regulation Of Cytosolic Calcium Ion Concentration Involved In Phospholipase C-activating G Protein-Coupled Signaling Pathway (GO:0051482)	6/27	0.17961043066543675	0.4144726908670387	0	0	1.7130848136102077	2.9413067485408426	LPAR6;GPR65;C3AR1;F2RL2;GPR18;GPR157
Positive Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051443)	6/27	0.17961043066543675	0.4144726908670387	0	0	1.7130848136102077	2.9413067485408426	UBE2S;PLK1;DCUN1D1;PTEN;BMI1;CDC14B
Regulation Of Actin Polymerization Or Depolymerization (GO:0008064)	6/27	0.17961043066543675	0.4144726908670387	0	0	1.7130848136102077	2.9413067485408426	CXCL12;HAX1;COTL1;BRK1;ARHGAP28;PFN1
Synaptic Transmission, Glutamatergic (GO:0035249)	6/27	0.17961043066543675	0.4144726908670387	0	0	1.7130848136102077	2.9413067485408426	GRIN2A;UNC13A;GRIN3A;GRIK4;SLC17A7;GRIK2
Phospholipid Metabolic Process (GO:0006644)	13/69	0.18021940525330568	0.41548948357324467	0	0	1.3924495886837882	2.386074117485558	AGPAT5;GPX4;IDI2;PLA2G4C;LPCAT1;FITM2;CLN8;SMPD3;LIPG;ENPP2;PLAA;PLBD1;PLBD2
Regulation Of Heart Contraction (GO:0008016)	13/69	0.18021940525330568	0.41548948357324467	0	0	1.3924495886837882	2.386074117485558	CAMK2D;PDE4D;TPM1;ATP2A3;ATP2A2;SRI;ATP2B1;SLC8A1;SMAD7;CALM3;NOS1;CALM2;SCN1B
Monoatomic Cation Transmembrane Transport (GO:0098655)	46/281	0.18043168445261376	0.4157846846209624	0	0	1.1754415932882356	2.0128297721912807	KCNG1;KCNK6;SLC46A1;SLC24A4;KCNG4;SLC41A2;ATP2A3;ATP1A4;CACNA1A;ATP2A2;CACNA1D;SLC30A10;CLU;SLC8A1;GRIN2A;SCN9A;ATP6V0A2;CNGA1;ATP6V1H;KCNN2;SCN5A;SLC12A6;KCNN4;ATP6V1D;SCN1B;TRPM3;ATP6V0A1;SLC12A2;ATP6V0B;SLC30A8;SLC6A16;KCNK12;SLC11A1;SLC30A5;SLC30A4;ATP1B3;SLC30A1;ABCC9;MCOLN1;SLC39A14;MCOLN2;SLC4A8;SCNN1A;SLC29A4;SCN2A;GAS6
Sphingolipid Metabolic Process (GO:0006665)	17/94	0.18162889707688004	0.4183482202386747	0	0	1.3245200650263942	2.259352685161756	CERS5;ASAH2;ELOVL5;TECR;TEX2;CLN8;FUT3;SMPD3;FUT6;UGCG;UGT8;FUT7;SPTLC3;ENPP2;PPT1;DEGS1;DEGS2
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	59/367	0.18236205566321043	0.4198410012843315	0	0	1.1506495823947644	1.9581308729655735	GSK3B;TRIM72;UBE2D3;UBE2D1;TNFAIP3;UBE2L6;HERPUD1;RPGR;TNFSF13B;HERC5;NUB1;RNF115;CHMP1B;ARIH2;ARIH1;SKP2;FBXW4;MYLIP;FBXO11;PSMA5;PSMA6;PSMA4;IFI27;PSMA2;DDIT3;PELI1;PLAA;SPOPL;CLOCK;CHMP5;PSMD12;VCP;PSMD11;RNF7;SH3BGRL;PSMB3;PCBP2;MARVELD3;TBL1X;RNF20;XBP1;UBE2I;SMURF2;SIAH3;FEM1B;SIAH2;AMFR;FBXL17;KLHL3;COPS3;NPLOC4;GID4;UBE2S;NEDD4;TTC3;MKRN2;ERCC8;TRIP12;KBTBD7
Carboxylic Acid Metabolic Process (GO:0019752)	7/33	0.18379297042371182	0.42001455191955656	0	0	1.6143469354751765	2.7346154290729916	CSGALNACT1;CYP2S1;CYP1A2;TBXAS1;SLC2A1;SLC2A3;GNE
Cardiac Muscle Contraction (GO:0060048)	7/33	0.18379297042371182	0.42001455191955656	0	0	1.6143469354751765	2.7346154290729916	CAMK2D;GSN;TPM1;DMD;SCN5A;SLC8A1;SCN1B
Epithelial Tube Morphogenesis (GO:0060562)	7/33	0.18379297042371182	0.42001455191955656	0	0	1.6143469354751765	2.7346154290729916	MEF2C;PODXL;PRKX;HES1;MET;MTSS1;RHOB
Inositol Lipid-Mediated Signaling (GO:0048017)	7/33	0.18379297042371182	0.42001455191955656	0	0	1.6143469354751765	2.7346154290729916	PTAFR;PLCE1;IGF1;EZR;OGT;MUC5AC;FGFR1
Positive Regulation Of Nitrogen Compound Metabolic Process (GO:0051173)	7/33	0.18379297042371182	0.42001455191955656	0	0	1.6143469354751765	2.7346154290729916	NFKBIA;MAPK8;IFNG;WFS1;KLF4;KLF2;NFKB1
Protein K63-linked Deubiquitination (GO:0070536)	7/33	0.18379297042371182	0.42001455191955656	0	0	1.6143469354751765	2.7346154290729916	OTUD4;USP25;USP8;SHMT2;TNFAIP3;BRCA1;OTUD1
Regulation Of Sprouting Angiogenesis (GO:1903670)	7/33	0.18379297042371182	0.42001455191955656	0	0	1.6143469354751765	2.7346154290729916	ALOX5;CREB3L1;E2F2;KLF4;THBS1;GLUL;KLF2
Myeloid Cell Differentiation (GO:0030099)	11/57	0.1840851012715654	0.42001455191955656	0	0	1.4341952707856598	2.4271705799719814	HSPA9;RPS14;CEBPA;DYRK3;CEBPB;SPI1;FLVCR1;KAT8;PRKX;EVI2B;RASGRP4
SMAD Protein Signal Transduction (GO:0060395)	10/51	0.1853830569680993	0.42001455191955656	0	0	1.4627302358607592	2.4651846351082587	SMAD2;SKI;JUN;SMAD4;MAGI2;ATOH8;FOS;SMAD6;INHBE;SMAD7
Axonal Transport (GO:0098930)	8/39	0.1856429122242527	0.42001455191955656	0	0	1.5474825593885326	2.6058527352702097	RAB21;BLOC1S6;DST;AP3S2;MAPT;HIF1A;AP3B2;HDAC6
Histone H4 Acetylation (GO:0043967)	8/39	0.1856429122242527	0.42001455191955656	0	0	1.5474825593885326	2.6058527352702097	MORF4L2;RUVBL1;ACTL6A;KAT8;MSL3;YEATS4;OGT;HCFC1
Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)	8/39	0.1856429122242527	0.42001455191955656	0	0	1.5474825593885326	2.6058527352702097	KANK1;TACSTD2;FBLN1;AP1AR;ITGB1BP1;THBS1;GBP1;MAP4K4
Negative Regulation Of Mitochondrion Organization (GO:0010823)	8/39	0.1856429122242527	0.42001455191955656	0	0	1.5474825593885326	2.6058527352702097	PRELID1;PPIF;TRIAP1;IGF1;MAPT;CLU;SLC18A1;TMEM14A
Positive Regulation Of Intracellular Transport (GO:0032388)	8/39	0.1856429122242527	0.42001455191955656	0	0	1.5474825593885326	2.6058527352702097	EHD1;BCAS3;PLK3;PGAP1;NUMA1;NEDD4;KIF20B;OAZ2
Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208)	8/39	0.1856429122242527	0.42001455191955656	0	0	1.5474825593885326	2.6058527352702097	USP15;RSAD2;NINJ1;FLOT1;HMGB1;CD14;TLR5;RTN4
Regulation Of Receptor-Mediated Endocytosis (GO:0048259)	8/39	0.1856429122242527	0.42001455191955656	0	0	1.5474825593885326	2.6058527352702097	C3;RAB21;LRPAP1;FLOT1;PPT1;LDLRAP1;CLU;B2M
Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209)	8/39	0.1856429122242527	0.42001455191955656	0	0	1.5474825593885326	2.6058527352702097	PTPRC;GP1BB;LCK;ITPR1;ITPR2;FLNA;PLCE1;CLU
Vesicle Cytoskeletal Trafficking (GO:0099518)	8/39	0.1856429122242527	0.42001455191955656	0	0	1.5474825593885326	2.6058527352702097	MYO1D;RAB1A;MYO1E;MYO5B;MYO6;CDR2L;TANC2;MYO1F
Positive Regulation Of mRNA Catabolic Process (GO:0061014)	9/45	0.18600652314673505	0.42001455191955656	0	0	1.4992110799438991	2.5216333601480376	BTG2;ZFP36;FXR2;PNPT1;TTC5;DHX36;PABPC1;TOB1;ZFP36L1
Regulation Of Apoptotic Signaling Pathway (GO:2001233)	9/45	0.18600652314673505	0.42001455191955656	0	0	1.4992110799438991	2.5216333601480376	NR4A2;TRAF7;PTPMT1;DAPK2;CTSH;TPD52L1;PPIA;CTSS;BCL2L14
Metal Ion Transport (GO:0030001)	29/171	0.1862246922554297	0.42001455191955656	0	0	1.2257126800350124	2.0601794800794577	KCNG1;KCNK6;CALCRL;SLC41A2;ITPR1;ATP2A3;ATP1A4;CACNA1D;SLC3A2;CLU;CACNG8;NIPAL2;CCL5;SCN9A;CCL3;KCNN2;SLC17A7;SCN5A;KCNN4;KCNJ5;KCND3;CACNA2D1;SLC11A1;KCNAB3;SLC9B2;GRIN3A;FGF13;SCN2A;SGK1
B Cell Activation Involved In Immune Response (GO:0002312)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	MSH2;CD19;GPR183;FCGR2B
DNA Repair-Dependent Chromatin Remodeling (GO:0140861)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	PARP2;USP3;TRIP12;SIRT7
Alternative mRNA Splicing, Via Spliceosome (GO:0000380)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	HNRNPM;DHX9;SRSF6;SLU7
Antifungal Innate Immune Response (GO:0061760)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	CLEC4A;CLEC4C;CLEC7A;CLEC4E
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	OAS1;TNIP2;TNIP3;TLR4
Chondroitin Sulfate Metabolic Process (GO:0030204)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	CSGALNACT1;UGDH;DSE;CHST13
Endoplasmic Reticulum Tubular Network Organization (GO:0071786)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	RTN1;REEP3;REEP2;RTN4
Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	COX7B;COX4I1;COX4I2;COX5B
Negative Regulation Of RNA Biosynthetic Process (GO:1902679)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	APOBEC3D;APOBEC3G;APOBEC3A;APOBEC3B
Negative Regulation Of Anoikis (GO:2000811)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	ITGB1;PDK4;PIK3R3;PTK2
Negative Regulation Of Chemokine Production (GO:0032682)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	IL6;OAS1;GSTP1;KLF4
Negative Regulation Of Cytokine Production Involved In Immune Response (GO:0002719)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	IRAK3;LILRB1;HLA-F;SMAD7
Negative Regulation Of Interleukin-10 Production (GO:0032693)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	IL23A;LILRB1;FCGR2B;TRIB2
Neuron Projection Organization (GO:0106027)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	GSK3B;PRNP;ABCD2;LGMN
Nitric Oxide Metabolic Process (GO:0046209)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	SLC7A6;CYB5R3;CYP1B1;NOS1
Nuclear Chromosome Segregation (GO:0098813)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	TOP2B;CENPF;CENPQ;NDC80
Positive Regulation By Host Of Viral Transcription (GO:0043923)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	JUN;SMARCB1;TFAP4;TAF11
Positive Regulation Of Positive Chemotaxis (GO:0050927)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	CXCL12;NTRK3;CDH13;IL16
Protein O-linked Mannosylation (GO:0035269)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	POMT2;FKRP;TMTC2;TMTC4
Protein Localization To Endoplasmic Reticulum (GO:0070972)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	BCAP31;PPP1R15A;HSPA5;LRRK2
Regulation Of B Cell Receptor Signaling Pathway (GO:0050855)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	CD81;LPXN;FCGR2B;CD22
Regulation Of Interleukin-1 Production (GO:0032652)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	TMED10;HMGB1;GAS6;TLR4
Response To UV-B (GO:0010224)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	MME;MSH2;NLRP1;CRIP1
Reverse Cholesterol Transport (GO:0043691)	4/16	0.18626658309398486	0.42001455191955656	0	0	1.9982499124956248	3.3582116221411216	LIPG;APOE;CLU;CES1
Phosphate-Containing Compound Metabolic Process (GO:0006796)	31/184	0.18677840689319036	0.4209763545318665	0	0	1.2161158456315388	2.0404385128143154	PANK2;PFKFB3;LRRK2;HNMT;LIMD1;CLN8;DUSP16;HK1;HK3;PPP3CA;PGK1;ENPP1;RICTOR;IP6K1;PSPH;MAPK3;DUSP3;GPX4;PLA2G4C;PPP1CA;PTPRD;INPP4B;PTPRC;PPA2;CDK5;PPA1;HKDC1;PLAA;SLC29A4;ALDOA;PFKP
Cell Junction Assembly (GO:0034329)	17/95	0.19353530515531062	0.4324535289745112	0	0	1.3074624039813914	2.1472393970350803	FARP1;PTEN;PCDHB13;ZDHHC2;CDH7;CDH6;GJC1;SDK1;CDH3;CDK5;FLRT3;CDH10;PKP2;CDH13;ITGA6;CDH17;CDH18
Regulation Of Actin Filament Polymerization (GO:0030833)	13/70	0.19418912736515692	0.4324535289745112	0	0	1.3679405677114134	2.241948864381718	NCKAP1;KANK1;ARHGAP28;HAX1;CTTN;BIN1;CDC42EP3;COTL1;NCK2;CDC42EP2;MYADM;CDC42EP1;PFN1
Acylglycerol Biosynthetic Process (GO:0046463)	5/22	0.19753015765127066	0.4324535289745112	0	0	1.7632641291810842	2.8597746300605174	DGAT2;LPGAT1;PLCE1;LPIN1;LPIN2
Blood Vessel Endothelial Cell Migration (GO:0043534)	5/22	0.19753015765127066	0.4324535289745112	0	0	1.7632641291810842	2.8597746300605174	NR4A1;ID1;PIK3R3;EMP2;ROBO1
Cytoskeleton-Dependent Intracellular Transport (GO:0030705)	5/22	0.19753015765127066	0.4324535289745112	0	0	1.7632641291810842	2.8597746300605174	TUBA1A;TUBB2A;HOOK1;KIF1C;HOOK3
Glucose Transmembrane Transport (GO:1904659)	5/22	0.19753015765127066	0.4324535289745112	0	0	1.7632641291810842	2.8597746300605174	SORT1;SLC2A1;SLC2A3;PPBP;SLC2A6
Membrane Protein Ectodomain Proteolysis (GO:0006509)	5/22	0.19753015765127066	0.4324535289745112	0	0	1.7632641291810842	2.8597746300605174	BACE1;ADAM17;DAG1;ADAM9;PRKCQ
Natural Killer Cell Mediated Immunity (GO:0002228)	5/22	0.19753015765127066	0.4324535289745112	0	0	1.7632641291810842	2.8597746300605174	KLRK1;TUBB2A;SLAMF7;TUBB4B;LYST
Peptidyl-Glutamic Acid Modification (GO:0018200)	5/22	0.19753015765127066	0.4324535289745112	0	0	1.7632641291810842	2.8597746300605174	TTLL7;TTLL6;AGTPBP1;TTLL3;TPGS1
Positive Regulation Of Excitatory Postsynaptic Potential (GO:2000463)	5/22	0.19753015765127066	0.4324535289745112	0	0	1.7632641291810842	2.8597746300605174	RIMS2;GRIN2A;RELN;DLG4;PTEN
Postreplication Repair (GO:0006301)	5/22	0.19753015765127066	0.4324535289745112	0	0	1.7632641291810842	2.8597746300605174	VCP;MSH2;ZBTB1;TNFSF13B;WDR33
Protein Peptidyl-Prolyl Isomerization (GO:0000413)	5/22	0.19753015765127066	0.4324535289745112	0	0	1.7632641291810842	2.8597746300605174	PPIF;PPIH;PPIG;PPIL3;PPIA
Regulation Of Catabolic Process (GO:0009894)	5/22	0.19753015765127066	0.4324535289745112	0	0	1.7632641291810842	2.8597746300605174	ITGB1;NUB1;CHEK2;ODC1;ZDHHC2
snRNA 3'-End Processing (GO:0034472)	5/22	0.19753015765127066	0.4324535289745112	0	0	1.7632641291810842	2.8597746300605174	EXOSC7;EXOSC9;USB1;INTS7;INTS8
Renal System Development (GO:0072001)	11/58	0.1997431932227376	0.4324535289745112	0	0	1.403598357596118	2.2608078364772988	CENPF;MME;WFS1;ARL3;TCF21;IFT27;PROX1;SULF1;PCSK5;STRA6;SULF2
P-body Assembly (GO:0033962)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	LIMD1;LSM4;PATL2
Biogenic Amine Biosynthetic Process (GO:0042401)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	SMOX;SAT1;SLC38A2
Cellular Response To UV-B (GO:0071493)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	MME;NLRP1;CRIP1
Central Nervous System Neuron Axonogenesis (GO:0021955)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	HSP90AA1;HSP90AB1;PTEN
Central Nervous System Projection Neuron Axonogenesis (GO:0021952)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	EPHA4;NFIB;TSKU
Complement Receptor Mediated Signaling Pathway (GO:0002430)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	C5AR2;C5AR1;FPR1
Double-Strand Break Repair Via Break-Induced Replication (GO:0000727)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	GINS4;MCM4;MCM2
Epithelial Cell-Cell Adhesion (GO:0090136)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	ITGB5;KIFC3;SERPINB8
Erythrocyte Development (GO:0048821)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	MED1;LYAR;ZBTB7A
Ganglion Development (GO:0061548)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	NELL2;SEMA3A;UNC5C
Histone H2A Ubiquitination (GO:0033522)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	RAD51;BRCA1;BRCA2
Intestinal Absorption (GO:0050892)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	UGCG;SLC46A1;CD36
Intestinal Lipid Absorption (GO:0098856)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	LIMA1;UGCG;CD36
Intracellular Copper Ion Homeostasis (GO:0006878)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	PRNP;MT2A;SLC30A10
Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress (GO:0008631)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	STK24;CYP1B1;GSKIP
Lipoprotein Transport (GO:0042953)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	LRP1;SAR1B;CD36
Lysosomal Membrane Organization (GO:0097212)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	LAPTM4B;CHMP1B;CHMP5
Macrophage Activation Involved In Immune Response (GO:0002281)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	SBNO2;IFNG;SYK
Macrophage Chemotaxis (GO:0048246)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	KLF5;CCL5;CCL3
Melanocyte Differentiation (GO:0030318)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	MEF2C;MREG;ENPP1
Negative Regulation Of Bone Remodeling (GO:0046851)	3/11	0.20035494015003985	0.4324535289745112	0	0	2.2477694191742477	3.6136597391175216	IL6;UBASH3B;TNFAIP3
